CasoIndex,Etiqueta,Valor,Raw,Quality
7,Municipio Fiscal,1 - BOGOTÁ,1 - BOGOTÁ,OK
7,Seccional,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,OK
7,Unidad de Fiscalía,500141034 - UNIDAD ESTAFAS - BOGOTA,500141034 - UNIDAD ESTAFAS - BOGOTA,OK
7,Despacho,333 - FISCALIA 333,333 - FISCALIA 333,OK
7,Estado de la asignación,VIGENTE,VIGENTE,OK
7,Unidad de Enrutamiento,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,OK
7,Estado del caso,ACTIVO,ACTIVO,OK
7,Etapa del caso,QUERELLABLE,QUERELLABLE,OK
7,Calidad_1,DENUNCIANTE,,
7,Documento_1,CEDULA DE CIUDADANIA,,
7,Número documento_1,7778347478,,
7,Nombre_1,ACEVEDO ESTRADA PEDRO MIGUEL Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
7,Departamento de notificación_1,,,
7,Municipio de notificación_1,,,
7,Dirección de notificación_1,CALLE 9 CON CARRERA 13 -56,,
7,Teléfono de notificación_1,3997382816,,
7,Teléfono móvil_1,377788992,,
7,Correo Electrónico_1,ACPMXXX@GMAIL.COM,,
7,Teléfono Oficina_1,6014569977,,
7,Calidad_2,INDICIADO,,
7,Documento_2,CEDULA DE CIUDADANIA,,
7,Número documento_2,8888738290,,
7,Nombre_2,BARRANQUILLA HERNANDEZ CARLOS Departamento de notificación: SANTANDER Municipio de notificación: BUCARAMANGA,,
7,Departamento de notificación_2,,,
7,Municipio de notificación_2,,,
7,Dirección de notificación_2,CARRERA 78 No. 45-28,,
7,Teléfono de notificación_2,6043280987,,
7,Teléfono móvil_2,3225506549,,
7,Correo Electrónico_2,sssss@hotmail.com,,
7,Teléfono Oficina_2,6012347849,,
7,Calidad_3,TESTIGO,,
7,Documento_3,CEDULA DE CIUDADANIA,,
7,Número documento_3,4444770387,,
7,Nombre_3,MESA MOLINA CLAUDI JOHANA Departamento de notificación: QUINDIO Municipio de notificación: ARMENIA,,
7,Departamento de notificación_3,,,
7,Municipio de notificación_3,,,
7,Dirección de notificación_3,DIAGINAL 3 No. 10-28,,
7,Teléfono de notificación_3,6136783425,,
7,Teléfono móvil_3,366634896,,
7,Correo Electrónico_3,zzzz@sert.com.co,,
7,Teléfono Oficina_3,602765893,,
7,Calidad_4,VICTIMA,,
7,Documento_4,CEDULA DE CIUDADANIA,,
7,Número documento_4,3338347478,,
7,Nombre_4,ACEVEDO ESTRADA EMILIA ANDREA Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
7,Departamento de notificación_4,,,
7,Municipio de notificación_4,,,
7,Dirección de notificación_4,CALLE 9 CON CARRERA 13,,
7,Teléfono de notificación_4,3557382816,,
7,Teléfono móvil_4,389788992,,
7,Correo Electrónico_4,PEPEXXX@GMAIL.COM,,
7,Teléfono Oficina_4,6014569999,,
7,Calidad_5,,,
7,Documento_5,,,
7,Número documento_5,,,
7,Nombre_5,,,
7,Departamento de notificación_5,,,
7,Municipio de notificación_5,,,
7,Dirección de notificación_5,,,
7,Teléfono de notificación_5,,,
7,Teléfono móvil_5,,,
7,Correo Electrónico_5,,,
7,Teléfono Oficina_5,,,
7,Calidad_6,,,
7,Documento_6,,,
7,Número documento_6,,,
7,Nombre_6,,,
7,Departamento de notificación_6,,,
7,Municipio de notificación_6,,,
7,Dirección de notificación_6,,,
7,Teléfono de notificación_6,,,
7,Teléfono móvil_6,,,
7,Correo Electrónico_6,,,
7,Teléfono Oficina_6,,,
7,Calidad_7,,,
7,Documento_7,,,
7,Número documento_7,,,
7,Nombre_7,,,
7,Departamento de notificación_7,,,
7,Municipio de notificación_7,,,
7,Dirección de notificación_7,,,
7,Teléfono de notificación_7,,,
7,Teléfono móvil_7,,,
7,Correo Electrónico_7,,,
7,Teléfono Oficina_7,,,
8,Caso Noticia,999916099166202411569,999916099166202411569,OK
8,Ley de Aplicabilidad,Ley 906,Ley 906,OK
8,Procedimiento Abreviado?,SI,SI,OK
8,Priorizado,NO,NO,OK
8,Tipo Noticia,QUERELLA,QUERELLA,OK
8,Delito,ESTAFA. ART. 246 C.P. MENOR CUANTIA,ESTAFA. ART. 246 C.P. MENOR CUANTIA,OK
8,Grado Delito,NINGUNO,NINGUNO,OK
8,Caracterización,BIENES MUEBLES,BIENES MUEBLES,OK
8,Modalidad,COMPRA,COMPRA,OK
8,Modo,PERSONAL SUPLANTACIÓN,PERSONAL SUPLANTACIÓN,OK
8,Fecha de los Hechos,08/12/2027 05:23:00,08/12/2027 05:23:00,OK
8,Lugar de los hechos,05001 CALLE 5 No. 72-30 BOGOTÁ,05001 CALLE 5 No. 72-30 BOGOTÁ,OK
8,Relato de los hechos,"¿Qué viene a denunciar? ESTAFA ART. 246 SE LE ENVIA LINK DE SUIP AL CORREO ELECTRÓNICO DEL USUARIO PARA QUE MEDIANTE AUTOGESTIÓN FINALICE EL REGISTRO DE SU DENUNCIA ¿Cómo le pasó? SE COMPRO LA MOTOCICLETA MARCA HONDA PPP 300 MODELO 2002 CON PLACAS JJJ95F AL SEÑOR CARLOS BARRANQUILLA HERNANDEZ CC 8888738290 DOMICILIADO EN LA CRA 13 NRO 9B 17 BARRIO CARIBE TELEFONO 3225506549, EL DIA 08/12/2027 MOMENTO EN EL CUAL EL SEÑOR ENTREGA CON LA MOTOCICLETA LOS TRASPASOS DE PROPIEDAD FIRMADOS Y AUTENTICADOS POR EL PROPIETARIO MARCOS RODRIGUEZ DIAZ, EL SEÑOR BARRANQUILLA HERNANDEZ RECIBIO LA SUMA DE $416.750.000 ADEMAS DE $828.000 DE LOS GASTOS DEL TRASPASO, $543.000 PARA EL PAGO DEL IMPUESTO AUTOMOTOR DE LA MOTOCICLETA Y $250.000 DESTINADOS PARA EL CAMBIO DE UN REPUESTO DE LA MOTOCICLETA, EN SU MOMENTO EL SEÑOR BARRANQUILLA HERNANDEZ ADUJO QUE EL GARANTIZABA LA PROCEDENCIA DEL VEHICULO YA QUE SIEMPRE HABIA SIDO DE SU PROPIEDAD PERO POSTERIORMENTE FUE SINCERO Y DIJO QUE LA MOTOCICLETA LA HABIA COMPRADO EL 17/11/2027 EN LA CIUDAD DE TUNJA MOMENTO EN QUE REALIZO UNA COMPRAVENTA AUTOTENTICADA POR LA NOTARIA NOVENA DEL CIRCUITO. EL NEGOCIO TUVO LUGAR EN LA CRA 80 CON CALLE 38 AL FRENTE DE LA CLINICA LAS AMERICAS DE LA 80. EL PASADO LUNES 7 DE ENERO EN UN CONTROL POLICIAL SE REVISAN LOS ANTECEDENTES DE LA MOTOCICLETA ENCONTRANDO QUE EL VEHICULO TIENE UN DENUNCIO POR HURTO EN LA FISCALIA 223 SECCIONAL BOGOTA CON NOTICIA CRIMINAL 888816101523202304732 POR LO QUE EL VEHICULO FUE CONDUCIDO A LA ESTACION DE POLICIA DEL MUNICIPIO DE BELLO ANTIOQUIA PARA SER PUESTO A DISPOSICION DE LA AUTORIDAD COMPETENTE, A PESAR DE HABER TRATADO DE LLEGAR A UN ACUERDO CON EL SEÑOR BARRANQUILLA HERNANDEZ NO SE HA PODIDO.","¿Qué viene a denunciar? ESTAFA ART. 246 SE LE ENVIA LINK DE SUIP AL CORREO ELECTRÓNICO DEL USUARIO PARA QUE MEDIANTE AUTOGESTIÓN FINALICE EL REGISTRO DE SU DENUNCIA ¿Cómo le pasó? SE COMPRO LA MOTOCICLETA MARCA HONDA PPP 300 MODELO 2002 CON PLACAS JJJ95F AL SEÑOR CARLOS BARRANQUILLA HERNANDEZ CC 8888738290 DOMICILIADO EN LA CRA 13 NRO 9B 17 BARRIO CARIBE TELEFONO 3225506549, EL DIA 08/12/2027 MOMENTO EN EL CUAL EL SEÑOR ENTREGA CON LA MOTOCICLETA LOS TRASPASOS DE PROPIEDAD FIRMADOS Y AUTENTICADOS POR EL PROPIETARIO MARCOS RODRIGUEZ DIAZ, EL SEÑOR BARRANQUILLA HERNANDEZ RECIBIO LA SUMA DE $416.750.000 ADEMAS DE $828.000 DE LOS GASTOS DEL TRASPASO, $543.000 PARA EL PAGO DEL IMPUESTO AUTOMOTOR DE LA MOTOCICLETA Y $250.000 DESTINADOS PARA EL CAMBIO DE UN REPUESTO DE LA MOTOCICLETA, EN SU MOMENTO EL SEÑOR BARRANQUILLA HERNANDEZ ADUJO QUE EL GARANTIZABA LA PROCEDENCIA DEL VEHICULO YA QUE SIEMPRE HABIA SIDO DE SU PROPIEDAD PERO POSTERIORMENTE FUE SINCERO Y DIJO QUE LA MOTOCICLETA LA HABIA COMPRADO EL 17/11/2027 EN LA CIUDAD DE TUNJA MOMENTO EN QUE REALIZO UNA COMPRAVENTA AUTOTENTICADA POR LA NOTARIA NOVENA DEL CIRCUITO. EL NEGOCIO TUVO LUGAR EN LA CRA 80 CON CALLE 38 AL FRENTE DE LA CLINICA LAS AMERICAS DE LA 80. EL PASADO LUNES 7 DE ENERO EN UN CONTROL POLICIAL SE REVISAN LOS ANTECEDENTES DE LA MOTOCICLETA ENCONTRANDO QUE EL VEHICULO TIENE UN DENUNCIO POR HURTO EN LA FISCALIA 223 SECCIONAL BOGOTA CON NOTICIA CRIMINAL 888816101523202304732 POR LO QUE EL VEHICULO FUE CONDUCIDO A LA ESTACION DE POLICIA DEL MUNICIPIO DE BELLO ANTIOQUIA PARA SER PUESTO A DISPOSICION DE LA AUTORIDAD COMPETENTE, A PESAR DE HABER TRATADO DE LLEGAR A UN ACUERDO CON EL SEÑOR BARRANQUILLA HERNANDEZ NO SE HA PODIDO.",OK
8,Municipio Fiscal,1 - BOGOTÁ,1 - BOGOTÁ,OK
8,Seccional,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,OK
8,Unidad de Fiscalía,500141034 - UNIDAD ESTAFAS - BOGOTA,500141034 - UNIDAD ESTAFAS - BOGOTA,OK
8,Despacho,333 - FISCALIA 333,333 - FISCALIA 333,OK
8,Estado de la asignación,VIGENTE,VIGENTE,OK
8,Unidad de Enrutamiento,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,OK
8,Estado del caso,ACTIVO,ACTIVO,OK
8,Etapa del caso,QUERELLABLE,QUERELLABLE,OK
8,Calidad_1,DENUNCIANTE,,
8,Documento_1,CEDULA DE CIUDADANIA,,
8,Número documento_1,7778347478,,
8,Nombre_1,ACEVEDO ESTRADA PEDRO MIGUEL Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
8,Departamento de notificación_1,,,
8,Municipio de notificación_1,,,
8,Dirección de notificación_1,CALLE 9 CON CARRERA 13 -56,,
8,Teléfono de notificación_1,3997382816,,
8,Teléfono móvil_1,377788992,,
8,Correo Electrónico_1,ACPMXXX@GMAIL.COM,,
8,Teléfono Oficina_1,6014569977,,
8,Calidad_2,INDICIADO,,
8,Documento_2,CEDULA DE CIUDADANIA,,
8,Número documento_2,8888738290,,
8,Nombre_2,BARRANQUILLA HERNANDEZ CARLOS Departamento de notificación: SANTANDER Municipio de notificación: BUCARAMANGA,,
8,Departamento de notificación_2,,,
8,Municipio de notificación_2,,,
8,Dirección de notificación_2,CARRERA 78 No. 45-28,,
8,Teléfono de notificación_2,6043280987,,
8,Teléfono móvil_2,3225506549,,
8,Correo Electrónico_2,sssss@hotmail.com,,
8,Teléfono Oficina_2,6012347849,,
8,Calidad_3,TESTIGO,,
8,Documento_3,CEDULA DE CIUDADANIA,,
8,Número documento_3,4444770387,,
8,Nombre_3,MESA MOLINA CLAUDI JOHANA Departamento de notificación: QUINDIO Municipio de notificación: ARMENIA,,
8,Departamento de notificación_3,,,
8,Municipio de notificación_3,,,
8,Dirección de notificación_3,DIAGINAL 3 No. 10-28,,
8,Teléfono de notificación_3,6136783425,,
8,Teléfono móvil_3,366634896,,
8,Correo Electrónico_3,zzzz@sert.com.co,,
8,Teléfono Oficina_3,602765893,,
8,Calidad_4,VICTIMA,,
8,Documento_4,CEDULA DE CIUDADANIA,,
8,Número documento_4,3338347478,,
8,Nombre_4,ACEVEDO ESTRADA EMILIA ANDREA Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
8,Departamento de notificación_4,,,
8,Municipio de notificación_4,,,
8,Dirección de notificación_4,CALLE 9 CON CARRERA 13,,
8,Teléfono de notificación_4,3557382816,,
8,Teléfono móvil_4,389788992,,
8,Correo Electrónico_4,PEPEXXX@GMAIL.COM,,
8,Teléfono Oficina_4,6014569999,,
8,Calidad_5,,,
8,Documento_5,,,
8,Número documento_5,,,
8,Nombre_5,,,
8,Departamento de notificación_5,,,
8,Municipio de notificación_5,,,
8,Dirección de notificación_5,,,
8,Teléfono de notificación_5,,,
8,Teléfono móvil_5,,,
8,Correo Electrónico_5,,,
8,Teléfono Oficina_5,,,
8,Calidad_6,,,
8,Documento_6,,,
8,Número documento_6,,,
8,Nombre_6,,,
8,Departamento de notificación_6,,,
8,Municipio de notificación_6,,,
8,Dirección de notificación_6,,,
8,Teléfono de notificación_6,,,
8,Teléfono móvil_6,,,
8,Correo Electrónico_6,,,
8,Teléfono Oficina_6,,,
8,Calidad_7,,,
8,Documento_7,,,
8,Número documento_7,,,
8,Nombre_7,,,
8,Departamento de notificación_7,,,
8,Municipio de notificación_7,,,
8,Dirección de notificación_7,,,
8,Teléfono de notificación_7,,,
8,Teléfono móvil_7,,,
8,Correo Electrónico_7,,,
8,Teléfono Oficina_7,,,
9,Caso Noticia,999916099166202411569,999916099166202411569,OK
9,Ley de Aplicabilidad,Ley 906,Ley 906,OK
9,Procedimiento Abreviado?,SI,SI,OK
9,Priorizado,NO,NO,OK
9,Tipo Noticia,QUERELLA,QUERELLA,OK
9,Delito,ESTAFA. ART. 246 C.P. MENOR CUANTIA,ESTAFA. ART. 246 C.P. MENOR CUANTIA,OK
9,Grado Delito,NINGUNO,NINGUNO,OK
9,Caracterización,BIENES MUEBLES,BIENES MUEBLES,OK
9,Modalidad,COMPRA,COMPRA,OK
9,Modo,PERSONAL SUPLANTACIÓN,PERSONAL SUPLANTACIÓN,OK
9,Fecha de los Hechos,08/12/2027 05:23:00,08/12/2027 05:23:00,OK
9,Lugar de los hechos,05001 CALLE 5 No. 72-30 BOGOTÁ,05001 CALLE 5 No. 72-30 BOGOTÁ,OK
9,Relato de los hechos,"¿Qué viene a denunciar? ESTAFA ART. 246 SE LE ENVIA LINK DE SUIP AL CORREO ELECTRÓNICO DEL USUARIO PARA QUE MEDIANTE AUTOGESTIÓN FINALICE EL REGISTRO DE SU DENUNCIA ¿Cómo le pasó? SE COMPRO LA MOTOCICLETA MARCA HONDA PPP 300 MODELO 2002 CON PLACAS JJJ95F AL SEÑOR CARLOS BARRANQUILLA HERNANDEZ CC 8888738290 DOMICILIADO EN LA CRA 13 NRO 9B 17 BARRIO CARIBE TELEFONO 3225506549, EL DIA 08/12/2027 MOMENTO EN EL CUAL EL SEÑOR ENTREGA CON LA MOTOCICLETA LOS TRASPASOS DE PROPIEDAD FIRMADOS Y AUTENTICADOS POR EL PROPIETARIO MARCOS RODRIGUEZ DIAZ, EL SEÑOR BARRANQUILLA HERNANDEZ RECIBIO LA SUMA DE $416.750.000 ADEMAS DE $828.000 DE LOS GASTOS DEL TRASPASO, $543.000 PARA EL PAGO DEL IMPUESTO AUTOMOTOR DE LA MOTOCICLETA Y $250.000 DESTINADOS PARA EL CAMBIO DE UN REPUESTO DE LA MOTOCICLETA, EN SU MOMENTO EL SEÑOR BARRANQUILLA HERNANDEZ ADUJO QUE EL GARANTIZABA LA PROCEDENCIA DEL VEHICULO YA QUE SIEMPRE HABIA SIDO DE SU PROPIEDAD PERO POSTERIORMENTE FUE SINCERO Y DIJO QUE LA MOTOCICLETA LA HABIA COMPRADO EL 17/11/2027 EN LA CIUDAD DE TUNJA MOMENTO EN QUE REALIZO UNA COMPRAVENTA AUTOTENTICADA POR LA NOTARIA NOVENA DEL CIRCUITO. EL NEGOCIO TUVO LUGAR EN LA CRA 80 CON CALLE 38 AL FRENTE DE LA CLINICA LAS AMERICAS DE LA 80. EL PASADO LUNES 7 DE ENERO EN UN CONTROL POLICIAL SE REVISAN LOS ANTECEDENTES DE LA MOTOCICLETA ENCONTRANDO QUE EL VEHICULO TIENE UN DENUNCIO POR HURTO EN LA FISCALIA 223 SECCIONAL BOGOTA CON NOTICIA CRIMINAL 888816101523202304732 POR LO QUE EL VEHICULO FUE CONDUCIDO A LA ESTACION DE POLICIA DEL MUNICIPIO DE BELLO ANTIOQUIA PARA SER PUESTO A DISPOSICION DE LA AUTORIDAD COMPETENTE, A PESAR DE HABER TRATADO DE LLEGAR A UN ACUERDO CON EL SEÑOR BARRANQUILLA HERNANDEZ NO SE HA PODIDO.","¿Qué viene a denunciar? ESTAFA ART. 246 SE LE ENVIA LINK DE SUIP AL CORREO ELECTRÓNICO DEL USUARIO PARA QUE MEDIANTE AUTOGESTIÓN FINALICE EL REGISTRO DE SU DENUNCIA ¿Cómo le pasó? SE COMPRO LA MOTOCICLETA MARCA HONDA PPP 300 MODELO 2002 CON PLACAS JJJ95F AL SEÑOR CARLOS BARRANQUILLA HERNANDEZ CC 8888738290 DOMICILIADO EN LA CRA 13 NRO 9B 17 BARRIO CARIBE TELEFONO 3225506549, EL DIA 08/12/2027 MOMENTO EN EL CUAL EL SEÑOR ENTREGA CON LA MOTOCICLETA LOS TRASPASOS DE PROPIEDAD FIRMADOS Y AUTENTICADOS POR EL PROPIETARIO MARCOS RODRIGUEZ DIAZ, EL SEÑOR BARRANQUILLA HERNANDEZ RECIBIO LA SUMA DE $416.750.000 ADEMAS DE $828.000 DE LOS GASTOS DEL TRASPASO, $543.000 PARA EL PAGO DEL IMPUESTO AUTOMOTOR DE LA MOTOCICLETA Y $250.000 DESTINADOS PARA EL CAMBIO DE UN REPUESTO DE LA MOTOCICLETA, EN SU MOMENTO EL SEÑOR BARRANQUILLA HERNANDEZ ADUJO QUE EL GARANTIZABA LA PROCEDENCIA DEL VEHICULO YA QUE SIEMPRE HABIA SIDO DE SU PROPIEDAD PERO POSTERIORMENTE FUE SINCERO Y DIJO QUE LA MOTOCICLETA LA HABIA COMPRADO EL 17/11/2027 EN LA CIUDAD DE TUNJA MOMENTO EN QUE REALIZO UNA COMPRAVENTA AUTOTENTICADA POR LA NOTARIA NOVENA DEL CIRCUITO. EL NEGOCIO TUVO LUGAR EN LA CRA 80 CON CALLE 38 AL FRENTE DE LA CLINICA LAS AMERICAS DE LA 80. EL PASADO LUNES 7 DE ENERO EN UN CONTROL POLICIAL SE REVISAN LOS ANTECEDENTES DE LA MOTOCICLETA ENCONTRANDO QUE EL VEHICULO TIENE UN DENUNCIO POR HURTO EN LA FISCALIA 223 SECCIONAL BOGOTA CON NOTICIA CRIMINAL 888816101523202304732 POR LO QUE EL VEHICULO FUE CONDUCIDO A LA ESTACION DE POLICIA DEL MUNICIPIO DE BELLO ANTIOQUIA PARA SER PUESTO A DISPOSICION DE LA AUTORIDAD COMPETENTE, A PESAR DE HABER TRATADO DE LLEGAR A UN ACUERDO CON EL SEÑOR BARRANQUILLA HERNANDEZ NO SE HA PODIDO.",OK
9,Municipio Fiscal,1 - BOGOTÁ,1 - BOGOTÁ,OK
9,Seccional,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,OK
9,Unidad de Fiscalía,500141034 - UNIDAD ESTAFAS - BOGOTA,500141034 - UNIDAD ESTAFAS - BOGOTA,OK
9,Despacho,333 - FISCALIA 333,333 - FISCALIA 333,OK
9,Estado de la asignación,VIGENTE,VIGENTE,OK
9,Unidad de Enrutamiento,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,OK
9,Estado del caso,ACTIVO,ACTIVO,OK
9,Etapa del caso,QUERELLABLE,QUERELLABLE,OK
9,Calidad_1,DENUNCIANTE,,
9,Documento_1,CEDULA DE CIUDADANIA,,
9,Número documento_1,7778347478,,
9,Nombre_1,ACEVEDO ESTRADA PEDRO MIGUEL Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
9,Departamento de notificación_1,,,
9,Municipio de notificación_1,,,
9,Dirección de notificación_1,CALLE 9 CON CARRERA 13 -56,,
9,Teléfono de notificación_1,3997382816,,
9,Teléfono móvil_1,377788992,,
9,Correo Electrónico_1,ACPMXXX@GMAIL.COM,,
9,Teléfono Oficina_1,6014569977,,
9,Calidad_2,INDICIADO,,
9,Documento_2,CEDULA DE CIUDADANIA,,
9,Número documento_2,8888738290,,
9,Nombre_2,BARRANQUILLA HERNANDEZ CARLOS Departamento de notificación: SANTANDER Municipio de notificación: BUCARAMANGA,,
9,Departamento de notificación_2,,,
9,Municipio de notificación_2,,,
9,Dirección de notificación_2,CARRERA 78 No. 45-28,,
9,Teléfono de notificación_2,6043280987,,
9,Teléfono móvil_2,3225506549,,
9,Correo Electrónico_2,sssss@hotmail.com,,
9,Teléfono Oficina_2,6012347849,,
9,Calidad_3,TESTIGO,,
9,Documento_3,CEDULA DE CIUDADANIA,,
9,Número documento_3,4444770387,,
9,Nombre_3,MESA MOLINA CLAUDI JOHANA Departamento de notificación: QUINDIO Municipio de notificación: ARMENIA,,
9,Departamento de notificación_3,,,
9,Municipio de notificación_3,,,
9,Dirección de notificación_3,DIAGINAL 3 No. 10-28,,
9,Teléfono de notificación_3,6136783425,,
9,Teléfono móvil_3,366634896,,
9,Correo Electrónico_3,zzzz@sert.com.co,,
9,Teléfono Oficina_3,602765893,,
9,Calidad_4,VICTIMA,,
9,Documento_4,CEDULA DE CIUDADANIA,,
9,Número documento_4,3338347478,,
9,Nombre_4,ACEVEDO ESTRADA EMILIA ANDREA Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
9,Departamento de notificación_4,,,
9,Municipio de notificación_4,,,
9,Dirección de notificación_4,CALLE 9 CON CARRERA 13,,
9,Teléfono de notificación_4,3557382816,,
9,Teléfono móvil_4,389788992,,
9,Correo Electrónico_4,PEPEXXX@GMAIL.COM,,
9,Teléfono Oficina_4,6014569999,,
9,Calidad_5,,,
9,Documento_5,,,
9,Número documento_5,,,
9,Nombre_5,,,
9,Departamento de notificación_5,,,
9,Municipio de notificación_5,,,
9,Dirección de notificación_5,,,
9,Teléfono de notificación_5,,,
9,Teléfono móvil_5,,,
9,Correo Electrónico_5,,,
9,Teléfono Oficina_5,,,
9,Calidad_6,,,
9,Documento_6,,,
9,Número documento_6,,,
9,Nombre_6,,,
9,Departamento de notificación_6,,,
9,Municipio de notificación_6,,,
9,Dirección de notificación_6,,,
9,Teléfono de notificación_6,,,
9,Teléfono móvil_6,,,
9,Correo Electrónico_6,,,
9,Teléfono Oficina_6,,,
9,Calidad_7,,,
9,Documento_7,,,
9,Número documento_7,,,
9,Nombre_7,,,
9,Departamento de notificación_7,,,
9,Municipio de notificación_7,,,
9,Dirección de notificación_7,,,
9,Teléfono de notificación_7,,,
9,Teléfono móvil_7,,,
9,Correo Electrónico_7,,,
9,Teléfono Oficina_7,,,
10,Caso Noticia,999916099166202411569,999916099166202411569,OK
10,Ley de Aplicabilidad,Ley 906,Ley 906,OK
10,Procedimiento Abreviado?,SI,SI,OK
10,Priorizado,NO,NO,OK
10,Tipo Noticia,QUERELLA,QUERELLA,OK
10,Delito,ESTAFA. ART. 246 C.P. MENOR CUANTIA,ESTAFA. ART. 246 C.P. MENOR CUANTIA,OK
10,Grado Delito,NINGUNO,NINGUNO,OK
10,Caracterización,BIENES MUEBLES,BIENES MUEBLES,OK
10,Modalidad,COMPRA,COMPRA,OK
10,Modo,PERSONAL SUPLANTACIÓN,PERSONAL SUPLANTACIÓN,OK
10,Fecha de los Hechos,08/12/2027 05:23:00,08/12/2027 05:23:00,OK
10,Lugar de los hechos,05001 CALLE 5 No. 72-30 BOGOTÁ,05001 CALLE 5 No. 72-30 BOGOTÁ,OK
